,0,1,2,3,4,5,6,7,8,9
5779,Scandinavian,Alfajores,,,,,,,,
5780,Coffee,Scone,,,,,,,,
5781,Pastry,Bread,Coffee,,,,,,,
5782,Tea,Pastry,Alfajores,,,,,,,
5783,Pastry,Coffee,,,,,,,,
5784,Sandwich,,,,,,,,,
5785,Cake,,,,,,,,,
5786,Medialuna,Bread,,,,,,,,
5787,Coffee,Cake,Brownie,,,,,,,
5788,Cookies,Smoothies,Coffee,Cake,Tea,NONE,,,,
5789,Tea,Coffee,Truffles,,,,,,,
5790,Bread,Brownie,,,,,,,,
5791,Coffee,Spanish Brunch,,,,,,,,
5792,Scandinavian,,,,,,,,,
5793,Cookies,,,,,,,,,
5794,Coffee,Mineral water,Bread,,,,,,,
5795,Juice,Spanish Brunch,Coffee,NONE,Toast,,,,,
5796,Scone,,,,,,,,,
5797,Tea,Sandwich,,,,,,,,
5798,Coffee,NONE,Brownie,,,,,,,
5799,Bread,Coffee,Sandwich,,,,,,,
5800,Bread,,,,,,,,,
5801,Coffee,Chicken Stew,Sandwich,Soup,,,,,,
5802,Coffee,Cake,Sandwich,Salad,,,,,,
5803,Cake,,,,,,,,,
5804,Coffee,,,,,,,,,
5805,Cake,Scone,,,,,,,,
5806,Coffee,Scone,Cake,,,,,,,
5807,Cake,Brownie,,,,,,,,
5808,Cookies,Scone,Salad,Tea,Sandwich,,,,,
5809,Juice,Chicken Stew,Truffles,,,,,,,
5810,Coffee,Spanish Brunch,Alfajores,,,,,,,
5811,Coffee,,,,,,,,,
5812,Hot chocolate,Coffee,Cake,,,,,,,
5813,Coffee,Cake,,,,,,,,
5814,Coffee,Cake,Hot chocolate,,,,,,,
5815,Sandwich,,,,,,,,,
5816,Cookies,,,,,,,,,
5817,Coffee,Brownie,,,,,,,,
5818,Bread,,,,,,,,,
5819,Coffee,Cake,,,,,,,,
5820,Coffee,Salad,,,,,,,,
5821,Coffee,Cake,,,,,,,,
5822,Valentine's card,Cake,Salad,,,,,,,
5823,Scandinavian,,,,,,,,,
5824,Bread,Coffee,,,,,,,,
5825,Brownie,,,,,,,,,
5826,Juice,Soup,Cake,Tea,Bread,,,,,
5827,Bread,Cake,Soup,,,,,,,
5828,Bread,,,,,,,,,
5829,Coffee,Cake,Bread,Alfajores,,,,,,
5830,Coffee,Tshirt,Truffles,,,,,,,
5831,Coffee,,,,,,,,,
5832,Hot chocolate,,,,,,,,,
5833,Coffee,,,,,,,,,
5834,Juice,,,,,,,,,
5835,Juice,Mineral water,Truffles,,,,,,,
5836,Tshirt,,,,,,,,,
5837,Tshirt,,,,,,,,,
5838,Tea,Hot chocolate,,,,,,,,
5839,Tshirt,,,,,,,,,
5840,Bread,Tshirt,Hot chocolate,,,,,,,
5841,Tea,Vegan Feast,,,,,,,,
5842,Coffee,Postcard,,,,,,,,
5843,Coke,Tshirt,,,,,,,,
5844,Coke,,,,,,,,,
5845,Tshirt,,,,,,,,,
5846,Coke,,,,,,,,,
5847,Truffles,,,,,,,,,
5848,Tshirt,,,,,,,,,
5849,Tshirt,,,,,,,,,
5850,Tea,,,,,,,,,
5851,Coke,,,,,,,,,
5852,Tshirt,Fudge,,,,,,,,
5853,Hot chocolate,Coffee,,,,,,,,
5854,Tshirt,,,,,,,,,
5855,Tshirt,Valentine's card,,,,,,,,
5856,Tshirt,,,,,,,,,
5857,Postcard,Tshirt,,,,,,,,
5858,Tshirt,,,,,,,,,
5859,Postcard,Tshirt,Valentine's card,,,,,,,
5860,Valentine's card,,,,,,,,,
5861,Valentine's card,,,,,,,,,
5862,Postcard,,,,,,,,,
5863,Nomad bag,Postcard,Tshirt,,,,,,,
5864,Postcard,Tshirt,,,,,,,,
5865,Postcard,Tshirt,,,,,,,,
5866,Postcard,,,,,,,,,
5867,Postcard,,,,,,,,,
5868,Tshirt,,,,,,,,,
5869,Postcard,Tshirt,,,,,,,,
5870,Pastry,Coffee,Farm House,,,,,,,
5871,Tea,Coffee,Scone,Pastry,,,,,,
5872,Coffee,Medialuna,,,,,,,,
5873,Coffee,Bread,,,,,,,,
5874,Hot chocolate,,,,,,,,,
5875,Bread,,,,,,,,,
5876,Tea,Pastry,,,,,,,,
5877,Bread,,,,,,,,,
5878,Tea,Coffee,,,,,,,,
5879,Medialuna,Spanish Brunch,Coffee,Scone,Alfajores,Hot chocolate,NONE,,,
5880,Bread,,,,,,,,,
5881,Cookies,Coffee,NONE,Alfajores,,,,,,
5882,Coffee,Scone,Sandwich,,,,,,,
5883,Coffee,Scone,,,,,,,,
5884,Coffee,Farm House,Hot chocolate,,,,,,,
5885,Bread,Coffee,,,,,,,,
5886,Cookies,Pastry,Baguette,Coffee,Brownie,Hot chocolate,,,,
5887,Coffee,Cake,,,,,,,,
5888,Coffee,NONE,,,,,,,,
5889,Tea,Coffee,Cookies,Medialuna,,,,,,
5890,Bread,Fudge,Alfajores,,,,,,,
5891,Tea,Coffee,Sandwich,,,,,,,
5892,Bread,Spanish Brunch,,,,,,,,
5893,Cake,Alfajores,,,,,,,,
5894,Bread,,,,,,,,,
5895,Pastry,Coffee,Bread,,,,,,,
5896,Coffee,Salad,,,,,,,,
5897,Cookies,Coffee,Alfajores,Bread,Sandwich,,,,,
5898,Pastry,Coffee,Bread,,,,,,,
5899,Pastry,Coffee,,,,,,,,
5900,Coke,Coffee,Sandwich,,,,,,,
5901,Bread,Scone,Alfajores,,,,,,,
5902,Bread,Brownie,Scandinavian,,,,,,,
5903,Coffee,Cake,Bread,,,,,,,
5904,Pastry,Bread,Cake,,,,,,,
5905,Cookies,Cake,,,,,,,,
5906,Tea,Hot chocolate,Alfajores,,,,,,,
5907,Cookies,Bread,Coffee,Cake,,,,,,
5908,Scandinavian,,,,,,,,,
5909,Coffee,Cake,Alfajores,,,,,,,
5910,Coffee,Chicken Stew,Sandwich,Fudge,,,,,,
5911,Coffee,Sandwich,Fudge,,,,,,,
5912,Tea,Coffee,Cake,Baguette,,,,,,
5913,Tea,Coffee,,,,,,,,
5914,Tea,Bread,,,,,,,,
5915,Bread,,,,,,,,,
5916,Coffee,,,,,,,,,
5917,Tea,Coffee,Sandwich,Bread,,,,,,
5918,Bread,,,,,,,,,
5919,Coffee,Chicken Stew,Spanish Brunch,,,,,,,
5920,Cookies,Coffee,Cake,,,,,,,
5921,Hot chocolate,Coffee,Bread,,,,,,,
5922,Coffee,,,,,,,,,
5923,Bread,,,,,,,,,
5924,Tea,Medialuna,,,,,,,,
5925,Coffee,,,,,,,,,
5926,Bread,,,,,,,,,
5927,Bread,Coffee,,,,,,,,
5928,Coffee,,,,,,,,,
5929,Tea,,,,,,,,,
5930,Bread,,,,,,,,,
5931,Pastry,Coffee,,,,,,,,
5932,Coffee,,,,,,,,,
5933,Pastry,Bread,Baguette,,,,,,,
5934,Pastry,,,,,,,,,
5935,Cookies,Coffee,,,,,,,,
5936,Coffee,Sandwich,,,,,,,,
5937,Pastry,Bread,Jam,,,,,,,
5938,Coffee,,,,,,,,,
5939,Coffee,,,,,,,,,
5940,Coffee,Medialuna,,,,,,,,
5941,Cookies,Bread,Farm House,,,,,,,
5942,Bread,Cake,,,,,,,,
5943,Coffee,,,,,,,,,
5944,Bread,,,,,,,,,
5945,Pastry,Coffee,,,,,,,,
5946,Coffee,,,,,,,,,
5947,Coffee,Toast,,,,,,,,
5948,Bread,,,,,,,,,
5949,Coffee,,,,,,,,,
5950,Hot chocolate,Coffee,Toast,,,,,,,
5951,Bread,,,,,,,,,
5952,Tea,Coffee,Cake,Scone,,,,,,
5953,Pastry,,,,,,,,,
5954,Bread,Sandwich,,,,,,,,
5955,Baguette,,,,,,,,,
5956,Bread,,,,,,,,,
5957,Bread,,,,,,,,,
5958,Sandwich,,,,,,,,,
5959,Coffee,,,,,,,,,
5960,Coffee,Soup,,,,,,,,
5961,Coffee,NONE,,,,,,,,
5962,Scone,Truffles,,,,,,,,
5963,Spanish Brunch,Mineral water,Coffee,Truffles,Alfajores,Tea,Sandwich,,,
5964,Bread,Coffee,NONE,,,,,,,
5965,Bread,Fudge,,,,,,,,
5966,Fudge,,,,,,,,,
5967,Truffles,,,,,,,,,
5968,Cake,,,,,,,,,
5969,Juice,Coffee,Cake,,,,,,,
5970,Spanish Brunch,Coffee,Brownie,Truffles,Sandwich,,,,,
5971,Tea,Medialuna,Brownie,Soup,,,,,,
5972,Coffee,Cake,Chicken Stew,,,,,,,
5973,Tea,Cake,,,,,,,,
5974,Bread,,,,,,,,,
5975,Cookies,Tea,,,,,,,,
5976,Juice,Coffee,Alfajores,,,,,,,
5977,Bread,,,,,,,,,
5978,Juice,Coffee,Brownie,Farm House,,,,,,
5979,Juice,Brownie,Cookies,Tea,,,,,,
5980,Coffee,Cake,Brownie,,,,,,,
5981,Coffee,,,,,,,,,
5982,Coffee,Scone,,,,,,,,
5983,Tea,Brownie,Toast,,,,,,,
5984,Bread,,,,,,,,,
5985,Pastry,Medialuna,Coffee,Hot chocolate,,,,,,
5986,Bread,,,,,,,,,
5987,Coffee,Sandwich,,,,,,,,
5988,Bread,Farm House,,,,,,,,
5989,Hot chocolate,,,,,,,,,
5990,Hot chocolate,,,,,,,,,
5991,Hot chocolate,,,,,,,,,
5992,Tea,Baguette,Toast,,,,,,,
5993,Coffee,,,,,,,,,
5994,Nomad bag,Bread,Scandinavian,,,,,,,
5995,Bread,,,,,,,,,
5996,Pastry,Bread,,,,,,,,
5997,Bread,,,,,,,,,
5998,Coffee,,,,,,,,,
5999,Coffee,Cake,Bread,,,,,,,
6000,Coffee,,,,,,,,,
6001,Pastry,Coffee,Brownie,,,,,,,
6002,Pastry,Coffee,,,,,,,,
6003,Bread,,,,,,,,,
6004,Salad,,,,,,,,,
6005,Coffee,,,,,,,,,
6006,Bread,Coffee,,,,,,,,
6007,Coffee,Cake,Alfajores,,,,,,,
6008,Coffee,,,,,,,,,
6009,Coffee,Eggs,Bread,,,,,,,
6010,Tea,,,,,,,,,
6011,Bread,,,,,,,,,
6012,Farm House,,,,,,,,,
6013,Coffee,Alfajores,,,,,,,,
6014,Pastry,Coffee,,,,,,,,
6015,Juice,Chicken Stew,,,,,,,,
6016,Chicken Stew,Chocolates,,,,,,,,
6017,Coffee,Soup,,,,,,,,
6018,Juice,Cake,Bread,Chicken Stew,Eggs,,,,,
6019,Coffee,Cake,Hot chocolate,,,,,,,
6020,Coffee,Cake,,,,,,,,
6021,Farm House,,,,,,,,,
6022,Bread,,,,,,,,,
6023,Baguette,,,,,,,,,
6024,Soup,,,,,,,,,
6025,Tea,Spanish Brunch,,,,,,,,
6026,Coffee,Cake,,,,,,,,
6027,Tea,Spanish Brunch,,,,,,,,
6028,Coffee,Brownie,Truffles,,,,,,,
6029,Hot chocolate,Cake,,,,,,,,
6030,Bread,Alfajores,,,,,,,,
6031,Tea,,,,,,,,,
6032,Bread,,,,,,,,,
6033,Coffee,Alfajores,,,,,,,,
6034,Smoothies,Mineral water,Cake,Brownie,Alfajores,Bread,,,,
6035,Tea,Coffee,Cake,,,,,,,
6036,Baguette,,,,,,,,,
6037,Tea,Sandwich,,,,,,,,
6038,Coffee,,,,,,,,,
6039,Alfajores,,,,,,,,,
6040,Bread,,,,,,,,,
6041,Pastry,Bread,,,,,,,,
6042,Pastry,Bread,Nomad bag,Eggs,,,,,,
6043,Coffee,Alfajores,,,,,,,,
6044,Coffee,Bread,,,,,,,,
6045,Coffee,,,,,,,,,
6046,Bread,,,,,,,,,
6047,Coffee,,,,,,,,,
6048,Bread,Spanish Brunch,,,,,,,,
6049,Coffee,,,,,,,,,
6050,Pastry,Coffee,Medialuna,,,,,,,
6051,Crisps,Sandwich,Mineral water,,,,,,,
6052,Pastry,Coffee,Bread,Alfajores,,,,,,
6053,Tea,Medialuna,Bread,,,,,,,
6054,Coffee,,,,,,,,,
6055,Farm House,Baguette,,,,,,,,
6056,Farm House,,,,,,,,,
6057,Bread,Chicken Stew,,,,,,,,
6058,Tea,Coffee,Chocolates,,,,,,,
6059,Tea,Brownie,Sandwich,,,,,,,
6060,Tea,Brownie,Sandwich,Art Tray,,,,,,
6061,Tea,NONE,Sandwich,Soup,,,,,,
6062,Coffee,Brownie,Hot chocolate,Soup,,,,,,
6063,Cake,Soup,,,,,,,,
6064,Bread,Cake,Coffee,,,,,,,
6065,Coffee,NONE,,,,,,,,
6066,Chicken Stew,Mineral water,Soup,,,,,,,
6067,Coffee,Bread,,,,,,,,
6068,Bread,Coffee,,,,,,,,
6069,Pastry,Coffee,,,,,,,,
6070,Tea,Coffee,Bread,,,,,,,
6071,Coffee,Sandwich,,,,,,,,
6072,Bread,,,,,,,,,
6073,Coffee,,,,,,,,,
6074,Tea,Bread,Sandwich,Mineral water,,,,,,
6075,Bread,Cake,,,,,,,,
6076,Tea,Coffee,Brownie,,,,,,,
6077,Bread,,,,,,,,,
6078,Hot chocolate,,,,,,,,,
6079,Coffee,Cake,,,,,,,,
6080,Tea,Coffee,,,,,,,,
6081,Bread,,,,,,,,,
6082,Cookies,Coffee,,,,,,,,
6083,Bread,Toast,,,,,,,,
6084,Pastry,Bread,Coffee,,,,,,,
6085,Farm House,,,,,,,,,
6086,Scandinavian,,,,,,,,,
6087,Coffee,Brownie,,,,,,,,
6088,Bread,Hot chocolate,,,,,,,,
6089,Coffee,Toast,,,,,,,,
6090,Coffee,,,,,,,,,
6091,Tea,Coffee,Brownie,Farm House,,,,,,
6092,Cookies,Coffee,Juice,Toast,,,,,,
6093,Valentine's card,,,,,,,,,
6094,Coffee,NONE,Bread,Extra Salami or Feta,,,,,,
6095,Valentine's card,,,,,,,,,
6096,Cookies,Hot chocolate,Coffee,,,,,,,
6097,Coffee,Sandwich,Medialuna,,,,,,,
6098,Bread,,,,,,,,,
6099,Bread,,,,,,,,,
6100,Bread,,,,,,,,,
6101,Bread,Coffee,Soup,,,,,,,
6102,Pastry,Coffee,Jam,Soup,,,,,,
6103,Coffee,Eggs,,,,,,,,
6104,Baguette,,,,,,,,,
6105,Coffee,,,,,,,,,
6106,Bread,,,,,,,,,
6107,Pastry,,,,,,,,,
6108,Cookies,Scandinavian,,,,,,,,
6109,Coke,Soup,,,,,,,,
6110,Coffee,Sandwich,,,,,,,,
6111,Coke,Sandwich,,,,,,,,
6112,Coffee,Chicken Stew,,,,,,,,
6113,Coffee,Chicken Stew,,,,,,,,
6114,Juice,Cookies,Coffee,Alfajores,Tea,Hot chocolate,Sandwich,Toast,,
6115,Cookies,,,,,,,,,
6116,Juice,Cake,Sandwich,,,,,,,
6117,Bread,Soup,,,,,,,,
6118,Coffee,,,,,,,,,
6119,Fudge,Sandwich,,,,,,,,
6120,Baguette,,,,,,,,,
6121,Pastry,Coffee,,,,,,,,
6122,Tea,Medialuna,Cake,,,,,,,
6123,Bread,,,,,,,,,
6124,Coffee,Brownie,,,,,,,,
6125,Tea,Bread,Cake,Soup,,,,,,
6126,Juice,Coffee,Cake,Hot chocolate,,,,,,
6127,Bread,Coffee,Alfajores,,,,,,,
6128,Cookies,Bread,,,,,,,,
6129,Bread,,,,,,,,,
6130,Bread,,,,,,,,,
6131,Bread,Cake,,,,,,,,
6132,Coffee,Bread,,,,,,,,
6133,Tea,Coffee,,,,,,,,
6134,Bread,,,,,,,,,
6135,Juice,Coffee,Cookies,Pastry,,,,,,
6136,Pastry,Bread,,,,,,,,
6137,Bread,,,,,,,,,
6138,Cookies,Coffee,,,,,,,,
6139,Hot chocolate,,,,,,,,,
6140,Coffee,Hot chocolate,,,,,,,,
6141,Cookies,Coffee,,,,,,,,
6142,Coffee,,,,,,,,,
6143,Coffee,Toast,,,,,,,,
6144,Valentine's card,,,,,,,,,
6145,Tea,,,,,,,,,
6146,Bread,,,,,,,,,
6147,Bread,,,,,,,,,
6148,Coffee,,,,,,,,,
6149,Juice,Cookies,Alfajores,Bread,Sandwich,,,,,
6150,Soup,,,,,,,,,
6151,Soup,,,,,,,,,
6152,Coffee,Scone,,,,,,,,
6153,Truffles,Soup,,,,,,,,
6154,Juice,Chicken Stew,Cake,,,,,,,
6155,Bread,Scandinavian,,,,,,,,
6156,Coffee,,,,,,,,,
6157,Coffee,Sandwich,Truffles,,,,,,,
6158,Cake,,,,,,,,,
6159,Bread,,,,,,,,,
6160,Pastry,Bread,,,,,,,,
6161,Toast,,,,,,,,,
6162,Bread,,,,,,,,,
6163,Bread,,,,,,,,,
6164,Chicken Stew,,,,,,,,,
6165,Coke,Sandwich,,,,,,,,
6166,Extra Salami or Feta,Coffee,Cake,Scandinavian,Salad,Bread,,,,
6167,Scandinavian,,,,,,,,,
6168,Coffee,Salad,,,,,,,,
6169,Spanish Brunch,Afternoon with the baker,Extra Salami or Feta,Truffles,NONE,Duck egg,,,,
6170,Medialuna,,,,,,,,,
6171,Soup,Cake,Scone,Tea,Bread,,,,,
6172,Coffee,Soup,,,,,,,,
6173,Cookies,Medialuna,Spanish Brunch,Cake,The Nomad,,,,,
6174,Bread,Coffee,,,,,,,,
6175,Coffee,,,,,,,,,
6176,Coffee,Chicken Stew,,,,,,,,
6177,Coffee,,,,,,,,,
6178,Pastry,Coffee,Alfajores,,,,,,,
6179,Coffee,,,,,,,,,
6180,Coffee,,,,,,,,,
6181,Coffee,Brownie,,,,,,,,
6182,Soup,,,,,,,,,
6183,Tea,Coffee,Cookies,,,,,,,
6184,Bread,NONE,,,,,,,,
6185,Bread,,,,,,,,,
6186,Coffee,Baguette,,,,,,,,
6187,Tea,,,,,,,,,
6188,Spanish Brunch,,,,,,,,,
6189,Coffee,NONE,,,,,,,,
6190,Cookies,Cake,,,,,,,,
6191,Juice,Cookies,Coffee,Alfajores,Tea,,,,,
6192,Cookies,Coffee,Cake,Hot chocolate,,,,,,
6193,Bread,Coffee,,,,,,,,
6194,Coffee,Scone,,,,,,,,
6195,Coffee,Brownie,Baguette,,,,,,,
6196,Coffee,Scone,Bread,,,,,,,
6197,Coffee,NONE,,,,,,,,
6198,Medialuna,,,,,,,,,
6199,Bread,,,,,,,,,
6200,Nomad bag,Bread,Farm House,,,,,,,
6201,Pastry,Bread,,,,,,,,
6202,Pastry,Coffee,Tea,Toast,,,,,,
6203,Pastry,Scone,,,,,,,,
6204,Tea,Cake,Toast,,,,,,,
6205,Baguette,,,,,,,,,
6206,Bread,,,,,,,,,
6207,Tea,Toast,,,,,,,,
6208,Coffee,,,,,,,,,
6209,Pastry,Hot chocolate,Bread,,,,,,,
6210,Tea,,,,,,,,,
6211,Pastry,Scandinavian,Alfajores,,,,,,,
6212,Fudge,,,,,,,,,
6213,Pastry,Cake,Brownie,Tea,Bread,Toast,,,,
6214,Coffee,The Nomad,,,,,,,,
6215,Cookies,Cake,,,,,,,,
6216,Bread,,,,,,,,,
6217,Coffee,NONE,Bread,,,,,,,
6218,Pastry,Coffee,,,,,,,,
6219,Cookies,Cake,,,,,,,,
6220,Bread,,,,,,,,,
6221,Bread,,,,,,,,,
6222,Pastry,Coffee,,,,,,,,
6223,Juice,Coffee,NONE,Spanish Brunch,,,,,,
6224,Coffee,Bread,Toast,,,,,,,
6225,Coffee,,,,,,,,,
6226,Bread,,,,,,,,,
6227,Coffee,Bread,,,,,,,,
6228,Coffee,,,,,,,,,
6229,Baguette,,,,,,,,,
6230,Tea,Scone,,,,,,,,
6231,Bread,Coffee,Hot chocolate,,,,,,,
6232,Bread,,,,,,,,,
6233,Cookies,Bread,Chicken Stew,,,,,,,
6234,Hot chocolate,Sandwich,Bread,,,,,,,
6235,The Nomad,Truffles,Soup,,,,,,,
6236,Baguette,,,,,,,,,
6237,Pastry,,,,,,,,,
6238,Bread,Cake,,,,,,,,
6239,Coffee,Soup,,,,,,,,
6240,Bread,,,,,,,,,
6241,Bread,,,,,,,,,
6242,Coffee,Cake,Bread,,,,,,,
6243,Tea,Coffee,Chicken Stew,Soup,,,,,,
6244,Hot chocolate,,,,,,,,,
6245,Nomad bag,Bread,Coffee,Cake,,,,,,
6246,Bread,,,,,,,,,
6247,Juice,Spanish Brunch,Cake,The Nomad,Alfajores,Tea,Hot chocolate,Art Tray,,
6248,Brownie,Alfajores,,,,,,,,
6249,Bread,Coffee,Cake,Hot chocolate,,,,,,
6250,Bread,Cake,Chicken Stew,,,,,,,
6251,Coffee,Brownie,,,,,,,,
6252,Valentine's card,,,,,,,,,
6253,Bread,,,,,,,,,
6254,Bread,,,,,,,,,
6255,Pastry,Coffee,Chicken Stew,,,,,,,
6256,Tea,Bread,,,,,,,,
6257,Spanish Brunch,Soup,Coffee,Tea,Sandwich,,,,,
6258,Tea,Coffee,,,,,,,,
6259,Juice,Coffee,,,,,,,,
6260,Pastry,Coffee,Cake,,,,,,,
6261,Bread,Sandwich,Hot chocolate,,,,,,,
6262,Bread,,,,,,,,,
6263,Tea,Bread,Cake,,,,,,,
6264,Afternoon with the baker,,,,,,,,,
6265,Bread,,,,,,,,,
6266,Bread,Scandinavian,,,,,,,,
6267,Medialuna,Coffee,Cake,Scandinavian,Tea,,,,,
6268,Scandinavian,,,,,,,,,
6269,Bread,Soup,,,,,,,,
6270,Cookies,Juice,Cake,Bread,Eggs,,,,,
6271,Coffee,,,,,,,,,
6272,Tea,Coffee,NONE,Pastry,,,,,,
6273,Medialuna,Coffee,,,,,,,,
6274,Coffee,Toast,,,,,,,,
6275,Pastry,Bread,,,,,,,,
6276,Pastry,Coffee,Cookies,Bread,,,,,,
6277,Bread,,,,,,,,,
6278,Pastry,Medialuna,Baguette,,,,,,,
6279,Coffee,Scone,,,,,,,,
6280,Bread,,,,,,,,,
6281,Coffee,,,,,,,,,
6282,Bread,,,,,,,,,
6283,Bread,Coffee,Scone,NONE,,,,,,
6284,Baguette,Coffee,Hot chocolate,Bread,NONE,Toast,,,,
6285,Coffee,,,,,,,,,
6286,Coffee,Cake,Bread,,,,,,,
6287,Coffee,,,,,,,,,
6288,Coffee,Scone,Cake,,,,,,,
6289,Bread,Scone,Baguette,,,,,,,
6290,Cake,,,,,,,,,
6291,Coffee,Spanish Brunch,Bread,,,,,,,
6292,Pastry,Brownie,,,,,,,,
6293,Toast,,,,,,,,,
6294,Bread,,,,,,,,,
6295,Bread,,,,,,,,,
6296,Farm House,,,,,,,,,
6297,Cake,Spanish Brunch,,,,,,,,
6298,Bread,,,,,,,,,
6299,Coffee,,,,,,,,,
6300,Coffee,Cake,NONE,,,,,,,
6301,Bread,,,,,,,,,
6302,Coffee,,,,,,,,,
6303,Tea,Cake,,,,,,,,
6304,Hot chocolate,Soup,,,,,,,,
6305,Tea,NONE,,,,,,,,
6306,Bread,Alfajores,,,,,,,,
6307,Bread,Cake,,,,,,,,
6308,Coffee,,,,,,,,,
6309,Cookies,NONE,Extra Salami or Feta,Coffee,Brownie,Tea,Bread,Chicken Stew,Duck egg,Toast
6310,Bread,,,,,,,,,
6311,Coffee,Sandwich,,,,,,,,
6312,Coffee,Cake,,,,,,,,
6313,Bread,Brownie,,,,,,,,
6314,Coffee,Cake,Brownie,Alfajores,,,,,,
6315,Coffee,Brownie,,,,,,,,
6316,Afternoon with the baker,,,,,,,,,
6317,Afternoon with the baker,,,,,,,,,
6318,Bread,,,,,,,,,
6319,Coffee,Medialuna,Baguette,,,,,,,
6320,Coffee,,,,,,,,,
6321,Hot chocolate,Toast,,,,,,,,
6322,Medialuna,Coffee,Bread,Alfajores,,,,,,
6323,Medialuna,Coffee,Bread,Alfajores,,,,,,
6324,Bread,Focaccia,,,,,,,,
6325,Coffee,,,,,,,,,
6326,Coffee,,,,,,,,,
6327,Coffee,,,,,,,,,
6328,Hot chocolate,,,,,,,,,
6329,Juice,Coffee,,,,,,,,
6330,Pastry,Coffee,,,,,,,,
6331,Pastry,Coffee,,,,,,,,
6332,Scandinavian,,,,,,,,,
6333,Juice,Cookies,Coffee,Bread,Chocolates,Hot chocolate,,,,
6334,Tea,Coffee,,,,,,,,
6335,Bread,,,,,,,,,
6336,Coffee,Brownie,Farm House,,,,,,,
6337,Cookies,Bread,Coffee,,,,,,,
6338,Coffee,,,,,,,,,
6339,Coffee,,,,,,,,,
6340,Juice,Farm House,Coffee,Scone,Cake,,,,,
6341,Cookies,Coffee,,,,,,,,
6342,Coffee,Scone,,,,,,,,
6343,Bread,,,,,,,,,
6344,Cookies,Bread,,,,,,,,
6345,Coffee,,,,,,,,,
6346,Cookies,Cake,Truffles,,,,,,,
6347,Baguette,,,,,,,,,
6348,Tea,Bread,,,,,,,,
6349,Farm House,,,,,,,,,
6350,Coffee,,,,,,,,,
6351,Soup,,,,,,,,,
6352,Tea,Coffee,Sandwich,,,,,,,
6353,Tea,Soup,,,,,,,,
6354,Juice,Coke,Cookies,Coffee,Chicken Stew,Sandwich,,,,
6355,Cake,,,,,,,,,
6356,Bread,Sandwich,Truffles,Soup,,,,,,
6357,Cookies,Coffee,Cake,Coke,,,,,,
6358,Chicken Stew,Medialuna,Brownie,Truffles,Salad,NONE,,,,
6359,Cookies,Coffee,Alfajores,,,,,,,
6360,Coffee,Sandwich,Bread,Soup,,,,,,
6361,Bread,Alfajores,,,,,,,,
6362,Bread,,,,,,,,,
6363,Tea,Sandwich,,,,,,,,
6364,Bread,Coffee,Alfajores,,,,,,,
6365,Tea,Sandwich,Truffles,,,,,,,
6366,Cake,,,,,,,,,
6367,Coffee,Farm House,,,,,,,,
6368,Tea,Coffee,Cake,Soup,,,,,,
6369,Bread,Coffee,,,,,,,,
6370,Coffee,Chicken Stew,NONE,,,,,,,
6371,Coffee,,,,,,,,,
6372,Bread,Coffee,,,,,,,,
6373,Tea,Toast,,,,,,,,
6374,Coffee,,,,,,,,,
6375,Fudge,Bread,Cake,Tea,Hot chocolate,Eggs,,,,
6376,Bread,,,,,,,,,
6377,Coffee,Cake,Bread,,,,,,,
6378,Coffee,Alfajores,,,,,,,,
6379,Bread,,,,,,,,,
6380,Afternoon with the baker,,,,,,,,,
6381,Medialuna,Alfajores,,,,,,,,
6382,Coffee,,,,,,,,,
6383,Coffee,Mineral water,Bread,Toast,,,,,,
6384,Pastry,Bread,,,,,,,,
6385,Tea,,,,,,,,,
6386,Tea,Coffee,Cake,,,,,,,
6387,Coffee,Cake,Toast,,,,,,,
6388,Pastry,Coffee,Farm House,Alfajores,,,,,,
6389,Hot chocolate,Cake,NONE,,,,,,,
6390,Hot chocolate,Cake,,,,,,,,
6391,Bread,,,,,,,,,
6392,Tea,Coffee,Cake,Alfajores,,,,,,
6393,Cookies,Coffee,Scone,Hot chocolate,,,,,,
6394,Medialuna,Coffee,Cake,Hot chocolate,,,,,,
6395,Cookies,Coffee,Medialuna,,,,,,,
6396,Coffee,Cake,,,,,,,,
6397,Bread,,,,,,,,,
6398,Coffee,Sandwich,,,,,,,,
6399,Bread,,,,,,,,,
6400,Coffee,Cake,,,,,,,,
6401,Coke,Coffee,Pastry,,,,,,,
6402,Salad,,,,,,,,,
6403,Bread,,,,,,,,,
6404,Bread,Cake,,,,,,,,
6405,Cake,Farm House,,,,,,,,
6406,Coke,,,,,,,,,
6407,Bread,,,,,,,,,
6408,Cookies,Spanish Brunch,Coffee,Bread,Toast,,,,,
6409,Tea,,,,,,,,,
6410,Coffee,,,,,,,,,
6411,Cookies,Hot chocolate,Smoothies,,,,,,,
6412,Juice,Coffee,Afternoon with the baker,Bread,,,,,,
6413,Coffee,,,,,,,,,
6414,Bread,Alfajores,,,,,,,,
6415,Tea,Soup,,,,,,,,
6416,Tea,Alfajores,,,,,,,,
6417,Bread,Vegan mincepie,,,,,,,,
6418,Alfajores,Baguette,,,,,,,,
6419,Baguette,,,,,,,,,
6420,Bread,,,,,,,,,
6421,Coffee,,,,,,,,,
6422,Valentine's card,,,,,,,,,
6423,Valentine's card,,,,,,,,,
6424,Coffee,,,,,,,,,
6425,Toast,,,,,,,,,
6426,Bread,,,,,,,,,
6427,Coffee,,,,,,,,,
